,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119
1,-14.506376021838385,-8.429792546905334,19.090208920580473,14.876265523041146,2.187364880888844,9.771912756882653,8.688798237061302,4.634772020490672,0.9067201891705068,7.574419267680077,-2.274472553073314,7.818067482106319,1.709707092746111,1.7430335791781262,6.119591624809784,1.2229289936440282,-4.3652925131308455,0.015942176755450236,1.9402148200615124,-3.4215628133314717,1.4240544558318418,2.9684131751071354,-1.8748700260368225,2.798369637699003,-1.0629757461284666,2.0907394212427457,-3.1462803253713543,-0.45079921715289367,-1.4307773898649188,3.3450047480277436,-0.452316351292585,-0.9871858681730085,-0.5149493121830814,-2.0618749326590606,-0.2449109900541869,1.3630869012820372,-1.6293829419073005,2.590423030048786,1.2379941926120392,3.900100710164864,-0.9924806830090324,0.47778209290232293,1.217923158244658,1.3842346177189637,-0.5718076313329985,0.06189940466694976,-0.3690020506989434,0.23871188334448837,-1.0848200423344685,0.5006282704325177,-0.5237531297530782,0.009951476031659927,0.0363562415694523,0.06461674907751452,0.05151399744991847,-1.557346893291338,1.0737656218271303,-0.734705598952143,-0.5628744914689339,0.9461047843947856,-0.07562087707285906,-1.462455752300819,1.1648488383849078,1.2379809540978837,2.1891345003878553,0.44554396014977665,1.6073854127839435,-0.3465433793553381,0.4828932372618757,-1.5037734299490264,0.7773530208490976,-0.7547414793788835,0.9319435152481066,-0.21307226516419214,0.5290817945311659,-0.709933229641913,-1.7041451807113899,-0.3058680477588811,-0.05663691612767806,1.1784758667031374,-0.0830928602098623,-0.1523949747657348,-0.3052636195972641,0.4867488050230689,-0.1280203271255489,-0.08245465611957738,-0.4083272693426273,1.0409338243177577,-0.8351477217307303,-1.199162860424359,-0.5390676106774468,0.33916489749149137,-0.12654087409337256,-0.3195187095717691,-0.22430644543366768,0.05559865026597057,0.612142075730003,-1.0596243786940216,-0.08305494167627672,0.04470286256530472,-0.5711956340396873,-0.7176770242041067,-0.10746591018270388,0.18253111868683822,-0.08653807548663785,-0.25017768987842615,-0.8853245314193118,0.861848353207232,0.8914864601419628,-0.026128738002333132,0.016693234641597183,0.48344297456865654,0.8621809694648378,0.17752144970119202,0.24673324792723145,0.33565581112998444,-0.026619262015333246,-0.09030757217751695,-0.4604905808364722
2,-13.33289087155888,-8.203185620170114,18.45808649470905,14.424409521935718,2.1676685927676766,9.227578572315297,8.150771477388455,4.712917853926581,0.8159957121393834,7.090419158486365,-2.0051789654804724,7.262522467465334,1.1908882543382622,1.590105875076162,4.871465328644933,0.6826049460126383,-3.922051283944137,-0.09024108657096688,1.6218658669261266,-3.143132863841148,1.7305321543927228,2.4824785319283853,-1.941472928614352,2.6297486290457117,-0.7908891909553066,2.041356674222254,-2.7635754987600274,-0.6063417747791753,-1.2470450423271333,3.2927516533668286,-0.27366020297908633,-0.6856920036756448,-0.5545968415881202,-2.040851534356655,-0.08882803408891776,1.4692617463295288,-1.5554895369516113,2.710190669664002,1.1983082914955532,3.8084115105884058,-1.0652731354289253,0.30012566544024327,1.2357026045004824,1.24088882601499,-0.6382532449817211,0.23193491529159627,-0.2053564760306827,0.1576462170082514,-0.794752981610285,0.472302029379968,-0.49044900126594604,-0.08777173425826412,-0.0022744275513900737,0.2088988962163756,-0.029296564529539715,-1.3853798997086837,1.0888779017911823,-0.6778682544391664,-0.291658959726595,1.0564320736360113,-0.059360895468285296,-1.4383662949573561,0.8441486001292331,1.1999034787189058,1.8537322564695007,0.560801661246114,1.218808872080399,-0.08671652551498887,0.3914077711876742,-1.1173194600880707,0.7784063002815613,-0.8967951831918648,0.8280150135286453,-0.19951444512172714,0.42533126882035044,-0.689072163721295,-1.4202826585686545,-0.2641626628261839,-0.037784343473111784,0.932661015446819,0.10013531430498751,-0.0676007476741447,-0.3321402111651798,0.47130616379197177,0.027203996699480475,-0.0030496573223194935,-0.12500349826279852,0.8170144011375563,-0.6786618894584844,-0.8553173755883636,-0.5877054497699377,0.3887985208539136,-0.0614397228801878,-0.2941285296351411,-0.039618531734669726,0.2033269555425137,0.5063518061213621,-0.9627163288315279,-0.06498649965228179,0.012669377908908897,-0.5109600843167085,-0.8013919222153878,0.04567931696473282,0.2996702276627238,-0.14251719466510687,-0.28226378140190417,-0.8866412386265002,0.7926497256577384,0.8024828342677744,-0.055845010567288036,0.05951990534199832,0.39159842024991565,0.8886955256685396,0.13455332642583945,0.26400951701284087,0.32540184469110084,0.11588526489045131,0.014571426513474295,-0.369263111871597
3,-12.064958712707545,-7.744121294163306,18.03520556485821,13.430222342311877,1.7071634218323573,9.707892731073473,6.381076716096989,4.104934129908248,-0.2704958809306678,6.3861117063893955,-1.5666042596400356,5.973018964593091,1.1991930323314413,1.0668837252335261,3.574447078383429,0.9007690305443214,-2.4601595162494223,0.9618665210849837,0.4157769285109948,-1.9121088876404742,1.6558228219889946,2.2877671484016604,-1.4184471685892015,1.9519921849039534,-1.3418264687857278,1.468833433383979,-2.027420053390434,-0.43172185721357353,-1.6368610826444916,2.6331578495265133,-0.0034528786327113754,-0.4635072234812911,-0.8084389933314323,-1.9500056562942936,0.1381398178009135,1.037623412846921,-1.311710833725125,2.7249315454967986,0.8774704381199364,2.603977535670685,-1.0246097567727805,-1.3507335444584572,1.0458798080589757,0.11792424191816862,-0.1245535868036502,-0.35143814313177046,0.10441510535167116,-0.7116875302982112,-0.3917546751763559,0.33096734552283336,-0.17965921030381948,-0.418817138036522,0.03498154424949589,-0.37432236659982066,0.03214308173352237,-1.924069644299074,0.8583150303767122,-0.9288073691082384,-1.0106071752050445,0.9177685883996995,0.22943265369522706,-1.5623662114078036,0.6715228265663055,1.05040165619908,1.7074857649113973,0.2722571219893002,0.8738853375120463,-0.3206161818636388,0.4185825910428407,-1.3980089389299237,0.5800660947026132,-0.2675275847763022,0.7762888814324349,0.3094692953424226,0.3362693413131114,-0.6775351293230019,-1.7683563416525812,0.14997810031141928,-0.05075698127107872,0.11307987683060164,0.18741113636376533,-0.10262903747265519,-0.6456465415086261,0.3130450768414069,-0.13145085219455688,0.3476451504618796,0.009493251846459006,0.6304606446471714,-0.45099863057268513,-1.3439594533241979,-0.8597794784130967,0.018074896492540814,0.2757088574715469,-0.33599959798295276,-0.03334281256909824,-0.18498364551494603,0.5278997694066896,-0.8535087678106292,0.21373273651532435,-0.12890043648505822,-0.5692340207894044,-0.3216393197950677,-0.20041334126380908,0.6193422671545267,-0.14493964990319616,-0.41355557419503136,-0.5425016007253446,0.5990579872781717,0.5964386099770256,0.21621296338260965,-0.07213029203323659,0.14366232272801266,0.5283418910464415,0.33766608304701884,-0.1626649144875517,0.32676909571096,0.003674382733164404,-0.32106092957109045,-0.22881504237261333
4,-10.940950030775548,-7.379394511107972,17.29819044817107,12.504245833390797,1.1934709234590806,8.72816614546527,6.933479313072468,3.5330087768401226,2.535594745820356,5.410403993653811,-1.0719089466361538,4.863243544640872,1.0830443700479075,0.8222788639456622,2.278241780423719,0.5367078362721206,-1.6444436872596142,1.0010930733002366,-0.3214243450213471,-1.5287101518961792,1.4295884396132235,1.9805714824018532,-0.8720657803846547,1.6471047226119815,-1.2329534538358724,1.1235429033914304,-1.090854224025129,-0.03331278474953397,-1.8974483202479702,2.4245938451673124,-0.681217344887215,-0.2811726591504656,-0.6351441916820281,-2.4613183412512134,1.0388334781193778,0.458714348017896,-0.42555298268458785,1.4390543896526324,0.3853867442062781,2.1009559924636254,-0.806493482577792,-1.8899881262107845,-0.5296474988252402,0.33580660853247124,0.43385276697753616,-0.24867502819270926,-1.269178573089009,-0.22635086562207826,-0.8349916867801513,0.597657835441431,-1.2335259160166994,0.1564246741321039,0.3658765884405431,-0.11779290913742044,-0.8506536424309143,-0.5065621957404106,1.019740608234693,-0.21599546201909067,-0.05830414885943439,0.4129370583592284,0.8856040681988806,-2.0420883596412063,-0.08731264823368075,1.8987830386530817,1.6837528636281882,-0.14034968176241747,0.35943892059805005,-0.4753859801231128,0.2435306812097714,-1.7242424008794035,0.5989582572471706,-0.1483968188151369,0.5020136055357959,0.156708868136426,0.5720642030308828,-0.6046152951078402,-1.845502887225889,-0.13949412136757447,1.1846076379902108,0.26958279560023446,-1.1099727569473974,-0.30841087862215083,-0.07696451840366407,-0.0873192828575929,0.3902102464143493,-0.007367691662834126,-0.9666297910728757,0.7998878017147178,-0.013937715188662733,-1.4494618595029636,-1.47577643647307,0.6011297561142932,0.3834332777204769,-0.5643558981291279,0.7219314322773774,0.20965221319755048,0.8494459318119765,-0.8432357542216685,-0.7829740421541848,-0.4214520974776311,-0.6639260122116662,0.04588138277202473,0.017226628691328023,0.4994057763757478,-0.06403400136746899,0.17278638017003484,-0.1668304445016375,1.0308946098996057,-0.25436852171291463,0.10800497520730165,0.3979437479903291,-0.052014384700429635,0.24133800872502814,-0.21517532922032181,-0.6508054237111641,-0.2277544055131414,0.42739699048570934,-0.08182948942318277,-0.1596866739644571
5,-9.194684329062772,-7.175426002254593,16.799070915673436,11.788000849417536,0.987246729062651,7.346716765883211,7.541149670609254,3.5675837011415084,-0.29848264453817686,5.1158870118714415,-0.9687424059706362,4.5494443972334295,0.8523272723434147,0.30468908991821836,2.119248582744593,0.9440439472462652,-0.9812714192889154,1.0966448822355954,-0.8145971392410207,-0.8423140266144225,1.1145784245783672,1.2834152243790866,-0.4636386964981294,0.6060118368181578,-1.0086202308117456,0.757281859697396,-0.5304634571181123,-0.39361712853522274,-2.0371719669072035,1.7971914334648929,0.42526144052251996,-1.7609406882924645,0.529899204605905,-2.526163315507986,0.12945562111440148,0.663240997322307,0.1295066280300857,-0.8269330075372113,-0.1360563042645723,1.3841111102126615,-0.6110675332042781,-0.4572116567308171,0.09326059309317244,0.6909147700981513,0.2574317963228508,0.886814516324372,0.33398162521848634,-0.10335008084095655,0.12060411956009852,0.18369484185890228,-0.18601799207238126,-0.6202423368209986,0.8202572380549619,-0.13366434921334575,0.6301953750378871,-1.173696652319451,1.485311925308936,-1.5532840478025323,-0.4548533710560404,-0.6766662898234931,0.4044071208435066,-1.8725957413471728,0.46489414691312625,0.991688981718294,2.2983685645283094,-0.4649997826347121,0.8026523484726921,0.8602152796299278,0.7207801723424799,-1.2999532637660818,0.01173207155383114,0.14707179571979492,1.3442061742280045,-0.31269369475048225,0.4283649844139928,-1.139982586646287,-1.816188257867094,-0.28052293419905083,-0.31759138923563207,0.5964098505200419,-0.9687854023376367,0.655982940879863,0.07121636383255685,-0.7692376812300523,0.3579625355772415,-0.8200821965479173,-0.668997887359578,0.28059890169243534,0.2725411202431343,-1.8092071078772283,-0.7803464212301278,-0.029054831489325163,-0.3034112341359342,-0.25402404841241744,0.5411842938308338,0.7804643980181033,1.0283579709637172,-1.1641859966122683,0.1589523877255249,-0.15095903576352485,0.505930513416945,-0.278911032573963,-0.36310131942665574,-0.3592179749557087,-0.6144035271089092,-0.0721654491700876,0.9265978846541355,0.31117554868816694,0.3946816651055557,-0.43463714130582654,0.7561468688233405,0.8869932126894416,0.5469234142280176,0.28382925467735376,-0.6312583429504286,0.15530229878202423,0.6704042690884524,0.13763095145307525,-0.9328182000285035
6,-8.223065854170724,-7.140163941477568,16.64711945328715,11.110064359595356,1.205255285339579,7.6224946283647785,5.052102507224612,3.2464824250531974,0.4628889097400282,4.77574972386912,-0.7962728872376499,3.8515444507491323,0.6553612781072133,0.5732684612146841,2.3999894705739564,1.104611968231753,-0.2788802572761497,1.4925863007906182,-0.622391954212078,-0.6127305348971511,1.0666794193450895,0.7548980297261437,-0.13930704244212175,0.5071260144081805,-1.7147755887691625,-0.38876924734822965,-0.6163396067782826,0.7877158020222191,-1.7407431933937605,1.5736080144152567,-1.543242964212683,-2.6282663902887444,-0.5784081372279535,-0.8429765529313915,-0.1423420863391805,0.7390011710083603,0.24425075783220918,-1.0921177731926341,0.8221372905041764,-0.012489423042294265,-1.2785134338487467,-0.1421354254560854,-0.28823152697379406,0.4806762258007722,1.8089959193806127,0.46866326937134734,0.12873238847693816,1.2038049017090724,0.06125418881294379,0.035132375581728284,-0.04579873305135119,-0.2979402175945885,1.1392046293927982,0.9444577280574239,0.1307531423231144,-0.023058856506249316,0.8377370351102282,0.6897009113452265,-0.44360690045741225,-0.7115304254146626,0.44456196116936864,-3.045265789423567,1.3474741875277936,0.6003121698458291,1.2316966260450752,0.1335506543073001,0.8686093295238296,-0.00027953186608924423,0.9640537839942795,-1.3871295437321716,0.8166775264104931,0.2857846968664951,0.7863551076488735,-0.5958750300905461,0.48003543772579416,-0.32997528176800345,-1.4608866712338806,-0.455519004001238,1.0828831714893377,0.17762624186472348,-0.564364760031624,-0.4013197637225206,0.0031221801886617525,0.1235116851346165,-1.1981142868810704,-0.7832910484725846,-0.46668835537008707,0.6847302662583051,-0.6065097345422878,-0.4571577489803354,-0.11696168988783955,-0.6278513655106951,-0.8497510826533966,0.3355242795691185,0.331296506501578,0.10289096539475534,0.7236542053925326,-0.760642680764421,-0.25849398246650446,-0.14801315701069856,-0.16015531442711076,-0.5599182054468089,-0.9455479491032981,1.4230735931398482,0.27178852415649596,1.0699975759162403,-0.6396223847604876,0.08973374196856325,0.5741154629427276,-0.649306625639574,0.2619784589841005,0.055236931572709744,0.03195719047047603,-0.37558478964349323,0.5489043408313495,0.4718027590015161,0.10063559012541272,0.5617894639200632,-0.377755430655671
7,-7.068783305064906,-6.7044485917692676,15.327295873808175,10.400029491465942,0.47218103341258943,6.274998696886523,6.4616594676083,3.39274478437255,2.033149518312832,4.120610614974101,-0.7186386757355693,2.63173580310273,1.0182616798984883,0.499175305292693,1.4828008498773708,0.23626668194821435,-0.22862930756693164,1.9586198616016866,-1.4646230322581386,-1.040635362665648,1.265279441980029,0.6802432381241632,0.09428023658535745,0.25227796702846855,-1.2366116783890715,-0.6652708941989117,0.16220579330463714,-0.8699384090957544,-0.8015711457566275,0.4269685999277819,-1.0977614919085492,-1.4252757357038575,0.38417040069038444,-0.8228871645110291,-0.6918833523482917,0.49435750615752394,-0.28447563822965877,-1.033297634999976,0.7613700695364818,0.45691856447919643,-1.0738831141654481,0.6343245912932339,0.055916432784710736,1.5547886850423582,0.8990296624372675,0.17518033523564178,1.1387436192147686,-0.7015739226020518,-0.3342637440787362,-0.5580183627026334,-0.9715159763794674,0.4027448613384704,0.4661996789795412,1.2252714471745758,0.41800341026427573,-0.6591058100356565,1.994969237297247,-1.2976050151610847,-0.49740871295441724,-0.10561678058227195,-0.5685569152012104,-0.6839837338694348,-0.21801159599677455,0.9109184116688424,1.3662142119597436,-0.6001462934071357,0.054520370712318245,-0.41179121402849406,-0.46776566318617874,-1.2604789761620587,-0.23028520861032503,-0.7189133868608276,0.879712409098379,-1.1337013395185411,0.4628683001548405,-0.3566142068511107,-1.0841907003618534,-0.00848876831402769,0.18865585394083428,0.6214619294074202,1.239916035699657,-0.8311039408556288,-0.3499451813721969,0.19822246841018507,-0.5381728243671852,-0.8924188810237093,-0.3252048386939411,-0.1700318084992014,-0.5741607998071546,-0.4877684143206002,0.5630768753065277,-0.9855624130311392,0.03615209282187695,-0.21828926899405857,1.8205975261812979,0.5696093280133185,0.3020939239893084,-1.312247033427816,0.09146196513757203,0.5140623639182402,0.023450318542396927,-0.21222102683739563,-0.36221364299604464,1.0727284636231402,-0.43961772584134723,0.25364130825684683,-0.8317372911027685,-1.144149679567362,-0.029260253710610785,-1.0865326935508204,-0.20626014616062566,0.3345867944079368,-0.2836693532555568,0.5837230520852582,-0.06798765874250365,0.532815390201049,1.087165849778034,0.24624414356019056,0.5882254299319029
8,-6.81221033928015,-6.410117485133253,14.750279474991084,9.816021865569367,0.3073970984629913,5.4592375194705,6.4412226276930165,3.9618719712952477,-0.39489284214206744,4.269655718401805,-0.8113320514412913,1.963367573207714,0.8280020543252039,0.8819302680345131,1.2761041366459847,0.5378224415173645,-0.44884444224797637,2.727769939901871,-0.9894781159985327,-1.3752131991945746,1.765357472365917,0.41809135603932707,0.3776797935890982,0.020278378645515294,-0.8622979368180383,-1.453208517299563,0.3218886897644001,-1.820214240398145,-1.011536321352245,-0.19144609516018465,-2.2565180408444667,0.6422733705383374,-0.3818463008324998,-0.1648881348640572,1.180842432798362,-0.10240320260580757,0.7608376296175138,1.2096088711382347,1.2024909919309512,-0.23855927040831099,-0.6509697627245513,-1.1801030304885218,-0.20653839026448267,1.2122547517845679,0.6405913599140656,-0.8760453132699848,1.6391957355524096,-0.24455572720148847,0.7881201106947626,0.3017804587827665,-1.534969967823048,-0.8073254252297718,0.14957701949306762,0.1777858518285729,1.011259288116838,-1.840482416224418,-0.7346820132533013,0.4954079502149932,-1.2677477176769294,0.31694616813819515,0.6787162912146927,-1.5223088950157309,0.44830341274913016,-0.5552338138043752,1.2136588109535753,0.24369348827603968,1.5708440123786123,-0.40005950288223047,-0.6455899796763783,-0.5496116289288113,-0.0922424046518498,-0.6351683466225934,-0.11699043756267223,-0.7908228903294614,-0.4303084783658028,-0.2741771612065327,-1.0506561021099847,-0.13118858024846242,0.15494658196972405,0.05220264643910605,0.31097669607196876,-0.1237332108387435,0.2591539082690394,-0.6990885251244952,-1.38025684760999,1.5791151903139413,-0.4192811240427568,1.4783346261210168,-0.12106932599498574,-0.5328988846895232,-0.8123118328022871,0.4708165280435721,0.7595237541449325,-0.5161001043228333,0.8284962237757315,1.2611494934236473,-1.3814598821644821,-0.8891880525989269,-0.022213484980388578,0.16628309915113104,-0.1267325059944493,-0.6922415211585431,-0.5157004412955106,-0.2400819620283475,-0.2704258452570799,1.253682852147359,-0.16820484787494813,0.7527388102390946,-0.2926319816954432,-1.506225860316438,0.04934307346774753,-0.2476439395581728,0.010002886624210084,1.042833597819852,1.0028279553340809,0.455207309085372,-0.01494874317850833,0.2616131755661887,-0.03512145839770463
9,-6.808829362141862,-6.352671830624111,13.988725315376085,9.692284541282408,0.20351222118181286,5.3261033685525225,5.763964668475202,3.4728417589389107,1.5663838743200633,3.823782164576987,-0.557385732201164,1.502467028695836,1.0710697338143997,0.7595498356206724,1.247579145591053,-0.5857938238723657,-0.8331813697664651,1.6200828625596453,-0.37254643195140263,-2.0514728101668807,2.249280887603615,0.23607150000876037,-0.13633676289811228,0.42697428488704825,-0.7140430967151715,-1.5325524253006537,0.34558420007201207,-1.8613805153084089,-1.3537090432387493,-1.0605110248611092,0.23639309850258777,0.3047069449419299,1.5197931866884393,-1.395149798041933,-0.68466073977829,0.8119910704013122,0.4810996692002102,-0.21196061669173033,1.639265806153848,0.9044185869885839,-0.846673486099099,-1.2975195288166348,-0.8423463229227603,1.2266941200219317,0.25036917068594394,-0.9005104318463023,-0.9676071648222344,-0.4656185963174647,0.5734259734795046,0.684154884806118,-1.47377049824514,0.42579111244933887,0.06414436760597704,0.0038957823074020057,-0.7194349287291334,-0.8058979456833341,0.177582185052454,-0.4150817563098695,-0.005303689972386644,0.22950815970542282,1.181126277110491,-0.7506398409400092,-1.0131278253753073,-0.17441398161956315,1.6310769890315184,0.8488986332194347,0.5025335550927869,1.1164349416615929,1.0574243363666758,-0.5300383782591133,-0.7163852598240916,1.7488935686798337,-1.546192535777217,-0.59890195243256,-0.3628225727752992,-0.10103203710808889,-0.16563222173787268,-0.17261460438996923,0.1445901247940219,0.7303040857948886,-0.24829582792015578,-1.3278532792627153,0.059949758998079625,-0.3605085919807436,0.09180325130026887,-0.7676746880731331,0.18083829261116485,1.2971539874068319,-0.22536856170783484,-0.015620532457816704,0.48611870884553116,-0.26824939200293485,-0.05820591607863873,0.9096968254634168,-0.6880356388050587,0.4171074198198339,0.5155224694760461,-1.8105240107048466,0.20065665532523816,1.1911858336098147,0.3112948341662458,-0.3329088688063086,-1.1279423756583575,-0.6550449732942517,0.5907770916495609,0.5769136803213238,-0.8868055522543703,-0.7468389118554793,-0.5621322295510002,-0.15700944472750764,0.01086030457314881,0.30731920653385425,0.014013219260653185,-0.6140904079266786,-0.8838948973763181,0.6931603719376324,-0.10869760792123997,0.09673183392339448,-0.419811458538161
10,-7.334983445275459,-6.4739230700978805,13.079253099204207,9.517036663671156,-0.18179626393927065,4.928127420321135,5.445800193234727,3.231971796167526,-0.5225689450359707,3.2406595250967354,-0.4573448190550376,1.9318509516126372,0.2638426921825508,0.452867700216107,0.5806395250463142,-1.1387129978374202,-0.4835489023595647,1.8971074231662681,-1.0627506477666981,-1.810092791532324,2.925113444787775,-0.6103053176341557,-0.6055039096644108,0.12106931820489268,-1.168360489620918,-0.688207761946951,-0.1353420643842084,-1.3041059383514886,-2.2366928074765196,-0.6580588707576596,-0.3602148137014867,0.24898485677959628,-1.115195780084981,0.8907246554309122,0.059772093540872005,0.6717990989429,-0.2379811706277938,-1.7613638623346297,0.5418263683200499,0.7744203172533667,0.2506297421994962,0.8836434540303163,0.6169151775060211,0.640233944342525,-1.526577346826112,-0.13038282989898584,0.31480380520671153,-0.4725450777808983,1.0551276565170327,0.3302666875375646,-0.48202670343680815,0.09266619732812828,0.36084599056405425,-0.9086529804687076,-0.7940798123471472,0.00296377007615332,-0.004101269419819139,-0.37996132941359323,0.8576594597879827,-1.177669515179506,0.25221832916713377,-1.3177244509613635,0.9620673758862511,0.2545411977184492,0.8644824582393175,1.1935651446201008,0.17266644834867872,-0.234288824238249,-0.6454934566132835,-0.37008642875460174,0.007835889784823078,0.2192982303738937,0.27350314250923735,-1.1143913624075585,0.22887244696559594,1.0275454539831035,-0.49362300967346,-0.40293457346428413,0.6372487779796401,0.9898998139516185,-0.16859572491763092,0.5771614794204548,0.19358317575833076,-0.4072319513385875,-0.05913433298905653,-1.263536179825507,0.29530123856031054,0.7443292998157364,0.5552184696577929,-1.1950499529416956,1.0464494566508278,-0.7247448009113868,0.1276372772585007,-0.5709500946070709,1.1293675209582956,-1.6474618092443478,-0.3362510451166965,-0.620973506855924,-0.6869868243632355,-1.6662712473550325,0.22887783596774658,1.356407890844208,0.18029784875385774,2.1693926802320362,-0.4119309255177445,0.1144767123132971,-0.09112150799780047,0.0018019554602019658,-0.474424794993622,0.2665123490963524,-0.392670561069734,-0.5695466745973206,-0.06076165095191483,-0.25638137778927833,0.075561086255512,0.734838210470873,-0.29888002747736914,-0.18585605392479337,1.4234282298592211
